target,image_path
1,D:\mlproject\milk10k\images\ISIC_2028614.jpg
1,D:\mlproject\milk10k\images\ISIC_2029702.jpg
0,D:\mlproject\milk10k\images\ISIC_2030005.jpg
0,D:\mlproject\milk10k\images\ISIC_2030190.jpg
1,D:\mlproject\milk10k\images\ISIC_2031105.jpg
0,D:\mlproject\milk10k\images\ISIC_2031186.jpg
0,D:\mlproject\milk10k\images\ISIC_2031349.jpg
0,D:\mlproject\milk10k\images\ISIC_2033119.jpg
1,D:\mlproject\milk10k\images\ISIC_2033309.jpg
1,D:\mlproject\milk10k\images\ISIC_2035169.jpg
1,D:\mlproject\milk10k\images\ISIC_2036187.jpg
0,D:\mlproject\milk10k\images\ISIC_2036689.jpg
1,D:\mlproject\milk10k\images\ISIC_2036804.jpg
1,D:\mlproject\milk10k\images\ISIC_2036909.jpg
0,D:\mlproject\milk10k\images\ISIC_2038683.jpg
1,D:\mlproject\milk10k\images\ISIC_2038875.jpg
0,D:\mlproject\milk10k\images\ISIC_2039556.jpg
1,D:\mlproject\milk10k\images\ISIC_2040238.jpg
1,D:\mlproject\milk10k\images\ISIC_2041668.jpg
1,D:\mlproject\milk10k\images\ISIC_2044054.jpg
1,D:\mlproject\milk10k\images\ISIC_2046323.jpg
0,D:\mlproject\milk10k\images\ISIC_2048164.jpg
0,D:\mlproject\milk10k\images\ISIC_2048857.jpg
1,D:\mlproject\milk10k\images\ISIC_2049002.jpg
1,D:\mlproject\milk10k\images\ISIC_2049806.jpg
0,D:\mlproject\milk10k\images\ISIC_2052135.jpg
1,D:\mlproject\milk10k\images\ISIC_2054135.jpg
1,D:\mlproject\milk10k\images\ISIC_2054940.jpg
0,D:\mlproject\milk10k\images\ISIC_2054960.jpg
0,D:\mlproject\milk10k\images\ISIC_2055021.jpg
1,D:\mlproject\milk10k\images\ISIC_2056292.jpg
0,D:\mlproject\milk10k\images\ISIC_2056374.jpg
1,D:\mlproject\milk10k\images\ISIC_2057570.jpg
0,D:\mlproject\milk10k\images\ISIC_2059259.jpg
1,D:\mlproject\milk10k\images\ISIC_2059897.jpg
0,D:\mlproject\milk10k\images\ISIC_2060638.jpg
0,D:\mlproject\milk10k\images\ISIC_2061756.jpg
1,D:\mlproject\milk10k\images\ISIC_2062148.jpg
0,D:\mlproject\milk10k\images\ISIC_2062505.jpg
0,D:\mlproject\milk10k\images\ISIC_2062545.jpg
0,D:\mlproject\milk10k\images\ISIC_2064223.jpg
1,D:\mlproject\milk10k\images\ISIC_2068038.jpg
0,D:\mlproject\milk10k\images\ISIC_2070258.jpg
1,D:\mlproject\milk10k\images\ISIC_2070457.jpg
1,D:\mlproject\milk10k\images\ISIC_2072027.jpg
1,D:\mlproject\milk10k\images\ISIC_2075270.jpg
0,D:\mlproject\milk10k\images\ISIC_2076601.jpg
0,D:\mlproject\milk10k\images\ISIC_2077819.jpg
1,D:\mlproject\milk10k\images\ISIC_2078396.jpg
1,D:\mlproject\milk10k\images\ISIC_2078548.jpg
0,D:\mlproject\milk10k\images\ISIC_2078663.jpg
1,D:\mlproject\milk10k\images\ISIC_2080317.jpg
1,D:\mlproject\milk10k\images\ISIC_2080755.jpg
1,D:\mlproject\milk10k\images\ISIC_2083558.jpg
0,D:\mlproject\milk10k\images\ISIC_2083813.jpg
1,D:\mlproject\milk10k\images\ISIC_2084154.jpg
1,D:\mlproject\milk10k\images\ISIC_2084190.jpg
0,D:\mlproject\milk10k\images\ISIC_2084498.jpg
1,D:\mlproject\milk10k\images\ISIC_2085484.jpg
1,D:\mlproject\milk10k\images\ISIC_2086625.jpg
1,D:\mlproject\milk10k\images\ISIC_2087207.jpg
1,D:\mlproject\milk10k\images\ISIC_2087722.jpg
1,D:\mlproject\milk10k\images\ISIC_2088161.jpg
0,D:\mlproject\milk10k\images\ISIC_2088540.jpg
1,D:\mlproject\milk10k\images\ISIC_2088803.jpg
1,D:\mlproject\milk10k\images\ISIC_2089740.jpg
1,D:\mlproject\milk10k\images\ISIC_2090799.jpg
0,D:\mlproject\milk10k\images\ISIC_2090929.jpg
0,D:\mlproject\milk10k\images\ISIC_2091010.jpg
1,D:\mlproject\milk10k\images\ISIC_2091809.jpg
1,D:\mlproject\milk10k\images\ISIC_2093474.jpg
1,D:\mlproject\milk10k\images\ISIC_2093581.jpg
0,D:\mlproject\milk10k\images\ISIC_2093906.jpg
1,D:\mlproject\milk10k\images\ISIC_2094021.jpg
0,D:\mlproject\milk10k\images\ISIC_2094159.jpg
0,D:\mlproject\milk10k\images\ISIC_2094944.jpg
1,D:\mlproject\milk10k\images\ISIC_2097701.jpg
0,D:\mlproject\milk10k\images\ISIC_2098382.jpg
1,D:\mlproject\milk10k\images\ISIC_2099638.jpg
0,D:\mlproject\milk10k\images\ISIC_2100652.jpg
0,D:\mlproject\milk10k\images\ISIC_2100757.jpg
0,D:\mlproject\milk10k\images\ISIC_2100961.jpg
1,D:\mlproject\milk10k\images\ISIC_2102002.jpg
0,D:\mlproject\milk10k\images\ISIC_2104270.jpg
0,D:\mlproject\milk10k\images\ISIC_2105399.jpg
0,D:\mlproject\milk10k\images\ISIC_2106139.jpg
1,D:\mlproject\milk10k\images\ISIC_2106664.jpg
0,D:\mlproject\milk10k\images\ISIC_2106983.jpg
1,D:\mlproject\milk10k\images\ISIC_2108278.jpg
0,D:\mlproject\milk10k\images\ISIC_2110451.jpg
1,D:\mlproject\milk10k\images\ISIC_2110641.jpg
1,D:\mlproject\milk10k\images\ISIC_2111264.jpg
0,D:\mlproject\milk10k\images\ISIC_2113163.jpg
0,D:\mlproject\milk10k\images\ISIC_2114322.jpg
1,D:\mlproject\milk10k\images\ISIC_2114789.jpg
1,D:\mlproject\milk10k\images\ISIC_2116783.jpg
1,D:\mlproject\milk10k\images\ISIC_2118149.jpg
1,D:\mlproject\milk10k\images\ISIC_2118620.jpg
1,D:\mlproject\milk10k\images\ISIC_2118898.jpg
0,D:\mlproject\milk10k\images\ISIC_2119364.jpg
0,D:\mlproject\milk10k\images\ISIC_2119936.jpg
1,D:\mlproject\milk10k\images\ISIC_2120680.jpg
1,D:\mlproject\milk10k\images\ISIC_2120971.jpg
1,D:\mlproject\milk10k\images\ISIC_2121573.jpg
0,D:\mlproject\milk10k\images\ISIC_2122406.jpg
0,D:\mlproject\milk10k\images\ISIC_2122704.jpg
1,D:\mlproject\milk10k\images\ISIC_2122841.jpg
1,D:\mlproject\milk10k\images\ISIC_2123542.jpg
1,D:\mlproject\milk10k\images\ISIC_2124339.jpg
1,D:\mlproject\milk10k\images\ISIC_2126637.jpg
1,D:\mlproject\milk10k\images\ISIC_2127182.jpg
1,D:\mlproject\milk10k\images\ISIC_2127883.jpg
0,D:\mlproject\milk10k\images\ISIC_2128019.jpg
1,D:\mlproject\milk10k\images\ISIC_2128070.jpg
0,D:\mlproject\milk10k\images\ISIC_2129613.jpg
1,D:\mlproject\milk10k\images\ISIC_2131769.jpg
1,D:\mlproject\milk10k\images\ISIC_2132224.jpg
1,D:\mlproject\milk10k\images\ISIC_2132766.jpg
1,D:\mlproject\milk10k\images\ISIC_2133291.jpg
1,D:\mlproject\milk10k\images\ISIC_2134211.jpg
1,D:\mlproject\milk10k\images\ISIC_2134793.jpg
1,D:\mlproject\milk10k\images\ISIC_2137894.jpg
1,D:\mlproject\milk10k\images\ISIC_2144270.jpg
1,D:\mlproject\milk10k\images\ISIC_2146381.jpg
1,D:\mlproject\milk10k\images\ISIC_2146757.jpg
1,D:\mlproject\milk10k\images\ISIC_2148280.jpg
1,D:\mlproject\milk10k\images\ISIC_2148749.jpg
1,D:\mlproject\milk10k\images\ISIC_2148940.jpg
1,D:\mlproject\milk10k\images\ISIC_2149064.jpg
1,D:\mlproject\milk10k\images\ISIC_2149284.jpg
1,D:\mlproject\milk10k\images\ISIC_2150126.jpg
1,D:\mlproject\milk10k\images\ISIC_2150484.jpg
1,D:\mlproject\milk10k\images\ISIC_2153011.jpg
0,D:\mlproject\milk10k\images\ISIC_2153022.jpg
1,D:\mlproject\milk10k\images\ISIC_2153383.jpg
1,D:\mlproject\milk10k\images\ISIC_2156383.jpg
1,D:\mlproject\milk10k\images\ISIC_2156824.jpg
0,D:\mlproject\milk10k\images\ISIC_2160112.jpg
1,D:\mlproject\milk10k\images\ISIC_2160854.jpg
1,D:\mlproject\milk10k\images\ISIC_2161258.jpg
1,D:\mlproject\milk10k\images\ISIC_2161394.jpg
1,D:\mlproject\milk10k\images\ISIC_2162606.jpg
1,D:\mlproject\milk10k\images\ISIC_2163581.jpg
0,D:\mlproject\milk10k\images\ISIC_2164186.jpg
1,D:\mlproject\milk10k\images\ISIC_2164257.jpg
1,D:\mlproject\milk10k\images\ISIC_2164571.jpg
0,D:\mlproject\milk10k\images\ISIC_2167116.jpg
1,D:\mlproject\milk10k\images\ISIC_2167653.jpg
0,D:\mlproject\milk10k\images\ISIC_2167765.jpg
1,D:\mlproject\milk10k\images\ISIC_2168892.jpg
0,D:\mlproject\milk10k\images\ISIC_2170617.jpg
1,D:\mlproject\milk10k\images\ISIC_2171027.jpg
0,D:\mlproject\milk10k\images\ISIC_2174727.jpg
0,D:\mlproject\milk10k\images\ISIC_2175735.jpg
1,D:\mlproject\milk10k\images\ISIC_2175811.jpg
0,D:\mlproject\milk10k\images\ISIC_2176321.jpg
1,D:\mlproject\milk10k\images\ISIC_2177016.jpg
0,D:\mlproject\milk10k\images\ISIC_2178421.jpg
1,D:\mlproject\milk10k\images\ISIC_2179705.jpg
1,D:\mlproject\milk10k\images\ISIC_2180502.jpg
0,D:\mlproject\milk10k\images\ISIC_2181342.jpg
1,D:\mlproject\milk10k\images\ISIC_2181594.jpg
1,D:\mlproject\milk10k\images\ISIC_2183361.jpg
0,D:\mlproject\milk10k\images\ISIC_2183795.jpg
0,D:\mlproject\milk10k\images\ISIC_2183840.jpg
0,D:\mlproject\milk10k\images\ISIC_2184033.jpg
1,D:\mlproject\milk10k\images\ISIC_2184268.jpg
1,D:\mlproject\milk10k\images\ISIC_2184629.jpg
1,D:\mlproject\milk10k\images\ISIC_2185560.jpg
0,D:\mlproject\milk10k\images\ISIC_2187177.jpg
1,D:\mlproject\milk10k\images\ISIC_2187348.jpg
1,D:\mlproject\milk10k\images\ISIC_2187542.jpg
0,D:\mlproject\milk10k\images\ISIC_2188105.jpg
1,D:\mlproject\milk10k\images\ISIC_2188127.jpg
0,D:\mlproject\milk10k\images\ISIC_2188650.jpg
0,D:\mlproject\milk10k\images\ISIC_2190119.jpg
1,D:\mlproject\milk10k\images\ISIC_2193524.jpg
1,D:\mlproject\milk10k\images\ISIC_2194194.jpg
0,D:\mlproject\milk10k\images\ISIC_2194211.jpg
1,D:\mlproject\milk10k\images\ISIC_2195775.jpg
0,D:\mlproject\milk10k\images\ISIC_2196622.jpg
1,D:\mlproject\milk10k\images\ISIC_2199762.jpg
1,D:\mlproject\milk10k\images\ISIC_2199778.jpg
1,D:\mlproject\milk10k\images\ISIC_2200184.jpg
1,D:\mlproject\milk10k\images\ISIC_2202352.jpg
1,D:\mlproject\milk10k\images\ISIC_2202519.jpg
1,D:\mlproject\milk10k\images\ISIC_2202736.jpg
1,D:\mlproject\milk10k\images\ISIC_2204119.jpg
0,D:\mlproject\milk10k\images\ISIC_2204145.jpg
1,D:\mlproject\milk10k\images\ISIC_2205154.jpg
0,D:\mlproject\milk10k\images\ISIC_2205187.jpg
0,D:\mlproject\milk10k\images\ISIC_2205902.jpg
1,D:\mlproject\milk10k\images\ISIC_2209183.jpg
1,D:\mlproject\milk10k\images\ISIC_2211437.jpg
1,D:\mlproject\milk10k\images\ISIC_2211674.jpg
0,D:\mlproject\milk10k\images\ISIC_2212095.jpg
1,D:\mlproject\milk10k\images\ISIC_2212859.jpg
1,D:\mlproject\milk10k\images\ISIC_2212922.jpg
1,D:\mlproject\milk10k\images\ISIC_2213095.jpg
0,D:\mlproject\milk10k\images\ISIC_2214376.jpg
1,D:\mlproject\milk10k\images\ISIC_2214683.jpg
1,D:\mlproject\milk10k\images\ISIC_2214696.jpg
0,D:\mlproject\milk10k\images\ISIC_2214827.jpg
1,D:\mlproject\milk10k\images\ISIC_2215299.jpg
0,D:\mlproject\milk10k\images\ISIC_2215472.jpg
1,D:\mlproject\milk10k\images\ISIC_2215653.jpg
1,D:\mlproject\milk10k\images\ISIC_2216126.jpg
1,D:\mlproject\milk10k\images\ISIC_2217722.jpg
1,D:\mlproject\milk10k\images\ISIC_2220505.jpg
0,D:\mlproject\milk10k\images\ISIC_2221157.jpg
1,D:\mlproject\milk10k\images\ISIC_2222084.jpg
1,D:\mlproject\milk10k\images\ISIC_2222551.jpg
0,D:\mlproject\milk10k\images\ISIC_2223344.jpg
1,D:\mlproject\milk10k\images\ISIC_2224879.jpg
1,D:\mlproject\milk10k\images\ISIC_2225323.jpg
1,D:\mlproject\milk10k\images\ISIC_2226952.jpg
1,D:\mlproject\milk10k\images\ISIC_2226996.jpg
1,D:\mlproject\milk10k\images\ISIC_2228341.jpg
0,D:\mlproject\milk10k\images\ISIC_2228525.jpg
1,D:\mlproject\milk10k\images\ISIC_2230113.jpg
1,D:\mlproject\milk10k\images\ISIC_2230159.jpg
1,D:\mlproject\milk10k\images\ISIC_2231359.jpg
1,D:\mlproject\milk10k\images\ISIC_2231864.jpg
1,D:\mlproject\milk10k\images\ISIC_2232926.jpg
1,D:\mlproject\milk10k\images\ISIC_2233726.jpg
0,D:\mlproject\milk10k\images\ISIC_2233787.jpg
1,D:\mlproject\milk10k\images\ISIC_2233970.jpg
0,D:\mlproject\milk10k\images\ISIC_2235918.jpg
1,D:\mlproject\milk10k\images\ISIC_2235964.jpg
1,D:\mlproject\milk10k\images\ISIC_2236717.jpg
1,D:\mlproject\milk10k\images\ISIC_2237025.jpg
0,D:\mlproject\milk10k\images\ISIC_2239440.jpg
0,D:\mlproject\milk10k\images\ISIC_2240330.jpg
0,D:\mlproject\milk10k\images\ISIC_2240444.jpg
1,D:\mlproject\milk10k\images\ISIC_2240759.jpg
1,D:\mlproject\milk10k\images\ISIC_2241043.jpg
0,D:\mlproject\milk10k\images\ISIC_2243897.jpg
0,D:\mlproject\milk10k\images\ISIC_2244475.jpg
0,D:\mlproject\milk10k\images\ISIC_2245518.jpg
1,D:\mlproject\milk10k\images\ISIC_2246301.jpg
1,D:\mlproject\milk10k\images\ISIC_2247564.jpg
1,D:\mlproject\milk10k\images\ISIC_2248270.jpg
1,D:\mlproject\milk10k\images\ISIC_2252215.jpg
0,D:\mlproject\milk10k\images\ISIC_2252587.jpg
1,D:\mlproject\milk10k\images\ISIC_2255098.jpg
1,D:\mlproject\milk10k\images\ISIC_2258441.jpg
0,D:\mlproject\milk10k\images\ISIC_2258930.jpg
1,D:\mlproject\milk10k\images\ISIC_2259826.jpg
1,D:\mlproject\milk10k\images\ISIC_2260553.jpg
1,D:\mlproject\milk10k\images\ISIC_2260865.jpg
0,D:\mlproject\milk10k\images\ISIC_2260901.jpg
1,D:\mlproject\milk10k\images\ISIC_2260950.jpg
1,D:\mlproject\milk10k\images\ISIC_2264421.jpg
0,D:\mlproject\milk10k\images\ISIC_2266613.jpg
1,D:\mlproject\milk10k\images\ISIC_2267440.jpg
0,D:\mlproject\milk10k\images\ISIC_2267815.jpg
1,D:\mlproject\milk10k\images\ISIC_2268118.jpg
0,D:\mlproject\milk10k\images\ISIC_2271068.jpg
1,D:\mlproject\milk10k\images\ISIC_2271317.jpg
1,D:\mlproject\milk10k\images\ISIC_2272478.jpg
1,D:\mlproject\milk10k\images\ISIC_2273572.jpg
1,D:\mlproject\milk10k\images\ISIC_2273629.jpg
1,D:\mlproject\milk10k\images\ISIC_2276012.jpg
1,D:\mlproject\milk10k\images\ISIC_2277053.jpg
1,D:\mlproject\milk10k\images\ISIC_2277641.jpg
1,D:\mlproject\milk10k\images\ISIC_2278278.jpg
0,D:\mlproject\milk10k\images\ISIC_2281577.jpg
1,D:\mlproject\milk10k\images\ISIC_2282699.jpg
0,D:\mlproject\milk10k\images\ISIC_2283574.jpg
1,D:\mlproject\milk10k\images\ISIC_2283635.jpg
0,D:\mlproject\milk10k\images\ISIC_2284196.jpg
0,D:\mlproject\milk10k\images\ISIC_2284535.jpg
1,D:\mlproject\milk10k\images\ISIC_2286311.jpg
1,D:\mlproject\milk10k\images\ISIC_2288132.jpg
0,D:\mlproject\milk10k\images\ISIC_2288200.jpg
1,D:\mlproject\milk10k\images\ISIC_2288348.jpg
1,D:\mlproject\milk10k\images\ISIC_2288726.jpg
1,D:\mlproject\milk10k\images\ISIC_2288878.jpg
0,D:\mlproject\milk10k\images\ISIC_2288953.jpg
0,D:\mlproject\milk10k\images\ISIC_2289203.jpg
0,D:\mlproject\milk10k\images\ISIC_2292844.jpg
1,D:\mlproject\milk10k\images\ISIC_2293465.jpg
0,D:\mlproject\milk10k\images\ISIC_2293783.jpg
0,D:\mlproject\milk10k\images\ISIC_2298923.jpg
1,D:\mlproject\milk10k\images\ISIC_2299814.jpg
0,D:\mlproject\milk10k\images\ISIC_2301560.jpg
1,D:\mlproject\milk10k\images\ISIC_2302262.jpg
0,D:\mlproject\milk10k\images\ISIC_2302491.jpg
0,D:\mlproject\milk10k\images\ISIC_2304241.jpg
0,D:\mlproject\milk10k\images\ISIC_2304487.jpg
0,D:\mlproject\milk10k\images\ISIC_2304788.jpg
1,D:\mlproject\milk10k\images\ISIC_2305246.jpg
1,D:\mlproject\milk10k\images\ISIC_2305541.jpg
1,D:\mlproject\milk10k\images\ISIC_2306278.jpg
1,D:\mlproject\milk10k\images\ISIC_2307453.jpg
1,D:\mlproject\milk10k\images\ISIC_2307898.jpg
0,D:\mlproject\milk10k\images\ISIC_2307999.jpg
0,D:\mlproject\milk10k\images\ISIC_2308076.jpg
1,D:\mlproject\milk10k\images\ISIC_2308599.jpg
1,D:\mlproject\milk10k\images\ISIC_2309647.jpg
1,D:\mlproject\milk10k\images\ISIC_2311853.jpg
1,D:\mlproject\milk10k\images\ISIC_2311991.jpg
0,D:\mlproject\milk10k\images\ISIC_2312468.jpg
0,D:\mlproject\milk10k\images\ISIC_2313224.jpg
1,D:\mlproject\milk10k\images\ISIC_2314639.jpg
1,D:\mlproject\milk10k\images\ISIC_2314682.jpg
0,D:\mlproject\milk10k\images\ISIC_2314908.jpg
1,D:\mlproject\milk10k\images\ISIC_2315875.jpg
1,D:\mlproject\milk10k\images\ISIC_2319242.jpg
0,D:\mlproject\milk10k\images\ISIC_2320042.jpg
1,D:\mlproject\milk10k\images\ISIC_2320067.jpg
1,D:\mlproject\milk10k\images\ISIC_2320348.jpg
1,D:\mlproject\milk10k\images\ISIC_2320596.jpg
0,D:\mlproject\milk10k\images\ISIC_2320914.jpg
1,D:\mlproject\milk10k\images\ISIC_2321009.jpg
1,D:\mlproject\milk10k\images\ISIC_2322021.jpg
1,D:\mlproject\milk10k\images\ISIC_2322494.jpg
1,D:\mlproject\milk10k\images\ISIC_2323046.jpg
1,D:\mlproject\milk10k\images\ISIC_2323653.jpg
1,D:\mlproject\milk10k\images\ISIC_2323901.jpg
1,D:\mlproject\milk10k\images\ISIC_2324630.jpg
1,D:\mlproject\milk10k\images\ISIC_2324691.jpg
1,D:\mlproject\milk10k\images\ISIC_2324920.jpg
1,D:\mlproject\milk10k\images\ISIC_2325423.jpg
1,D:\mlproject\milk10k\images\ISIC_2328093.jpg
1,D:\mlproject\milk10k\images\ISIC_2328520.jpg
1,D:\mlproject\milk10k\images\ISIC_2329035.jpg
1,D:\mlproject\milk10k\images\ISIC_2330431.jpg
0,D:\mlproject\milk10k\images\ISIC_2330723.jpg
1,D:\mlproject\milk10k\images\ISIC_2332226.jpg
1,D:\mlproject\milk10k\images\ISIC_2332805.jpg
1,D:\mlproject\milk10k\images\ISIC_2333635.jpg
1,D:\mlproject\milk10k\images\ISIC_2334810.jpg
1,D:\mlproject\milk10k\images\ISIC_2334974.jpg
0,D:\mlproject\milk10k\images\ISIC_2335013.jpg
1,D:\mlproject\milk10k\images\ISIC_2335025.jpg
1,D:\mlproject\milk10k\images\ISIC_2336223.jpg
1,D:\mlproject\milk10k\images\ISIC_2336235.jpg
1,D:\mlproject\milk10k\images\ISIC_2337700.jpg
1,D:\mlproject\milk10k\images\ISIC_2337998.jpg
0,D:\mlproject\milk10k\images\ISIC_2338396.jpg
0,D:\mlproject\milk10k\images\ISIC_2338734.jpg
0,D:\mlproject\milk10k\images\ISIC_2340328.jpg
0,D:\mlproject\milk10k\images\ISIC_2340494.jpg
0,D:\mlproject\milk10k\images\ISIC_2340822.jpg
0,D:\mlproject\milk10k\images\ISIC_2340945.jpg
1,D:\mlproject\milk10k\images\ISIC_2343149.jpg
1,D:\mlproject\milk10k\images\ISIC_2343962.jpg
1,D:\mlproject\milk10k\images\ISIC_2344703.jpg
0,D:\mlproject\milk10k\images\ISIC_2345535.jpg
1,D:\mlproject\milk10k\images\ISIC_2346201.jpg
0,D:\mlproject\milk10k\images\ISIC_2346672.jpg
1,D:\mlproject\milk10k\images\ISIC_2348044.jpg
0,D:\mlproject\milk10k\images\ISIC_2348795.jpg
1,D:\mlproject\milk10k\images\ISIC_2350590.jpg
1,D:\mlproject\milk10k\images\ISIC_2352071.jpg
1,D:\mlproject\milk10k\images\ISIC_2352288.jpg
1,D:\mlproject\milk10k\images\ISIC_2353418.jpg
1,D:\mlproject\milk10k\images\ISIC_2353638.jpg
0,D:\mlproject\milk10k\images\ISIC_2354975.jpg
0,D:\mlproject\milk10k\images\ISIC_2355114.jpg
0,D:\mlproject\milk10k\images\ISIC_2357212.jpg
1,D:\mlproject\milk10k\images\ISIC_2359312.jpg
0,D:\mlproject\milk10k\images\ISIC_2359396.jpg
1,D:\mlproject\milk10k\images\ISIC_2360770.jpg
0,D:\mlproject\milk10k\images\ISIC_2361193.jpg
0,D:\mlproject\milk10k\images\ISIC_2362668.jpg
1,D:\mlproject\milk10k\images\ISIC_2365922.jpg
1,D:\mlproject\milk10k\images\ISIC_2366596.jpg
1,D:\mlproject\milk10k\images\ISIC_2368224.jpg
0,D:\mlproject\milk10k\images\ISIC_2368450.jpg
1,D:\mlproject\milk10k\images\ISIC_2368759.jpg
1,D:\mlproject\milk10k\images\ISIC_2368856.jpg
1,D:\mlproject\milk10k\images\ISIC_2370968.jpg
1,D:\mlproject\milk10k\images\ISIC_2371823.jpg
1,D:\mlproject\milk10k\images\ISIC_2372269.jpg
1,D:\mlproject\milk10k\images\ISIC_2372341.jpg
0,D:\mlproject\milk10k\images\ISIC_2372470.jpg
1,D:\mlproject\milk10k\images\ISIC_2374466.jpg
1,D:\mlproject\milk10k\images\ISIC_2375503.jpg
0,D:\mlproject\milk10k\images\ISIC_2376778.jpg
1,D:\mlproject\milk10k\images\ISIC_2376821.jpg
1,D:\mlproject\milk10k\images\ISIC_2376934.jpg
1,D:\mlproject\milk10k\images\ISIC_2377324.jpg
1,D:\mlproject\milk10k\images\ISIC_2378355.jpg
1,D:\mlproject\milk10k\images\ISIC_2378626.jpg
1,D:\mlproject\milk10k\images\ISIC_2378919.jpg
1,D:\mlproject\milk10k\images\ISIC_2380041.jpg
1,D:\mlproject\milk10k\images\ISIC_2380836.jpg
1,D:\mlproject\milk10k\images\ISIC_2383380.jpg
1,D:\mlproject\milk10k\images\ISIC_2384908.jpg
0,D:\mlproject\milk10k\images\ISIC_2384953.jpg
1,D:\mlproject\milk10k\images\ISIC_2387540.jpg
0,D:\mlproject\milk10k\images\ISIC_2388998.jpg
0,D:\mlproject\milk10k\images\ISIC_2391545.jpg
1,D:\mlproject\milk10k\images\ISIC_2392847.jpg
1,D:\mlproject\milk10k\images\ISIC_2393561.jpg
1,D:\mlproject\milk10k\images\ISIC_2395293.jpg
1,D:\mlproject\milk10k\images\ISIC_2396618.jpg
1,D:\mlproject\milk10k\images\ISIC_2397388.jpg
1,D:\mlproject\milk10k\images\ISIC_2399021.jpg
0,D:\mlproject\milk10k\images\ISIC_2400614.jpg
1,D:\mlproject\milk10k\images\ISIC_2405387.jpg
0,D:\mlproject\milk10k\images\ISIC_2407507.jpg
1,D:\mlproject\milk10k\images\ISIC_2408893.jpg
1,D:\mlproject\milk10k\images\ISIC_2409346.jpg
1,D:\mlproject\milk10k\images\ISIC_2410311.jpg
1,D:\mlproject\milk10k\images\ISIC_2410425.jpg
0,D:\mlproject\milk10k\images\ISIC_2410902.jpg
0,D:\mlproject\milk10k\images\ISIC_2412335.jpg
1,D:\mlproject\milk10k\images\ISIC_2414850.jpg
1,D:\mlproject\milk10k\images\ISIC_2414931.jpg
1,D:\mlproject\milk10k\images\ISIC_2415100.jpg
1,D:\mlproject\milk10k\images\ISIC_2415211.jpg
1,D:\mlproject\milk10k\images\ISIC_2415589.jpg
1,D:\mlproject\milk10k\images\ISIC_2417592.jpg
1,D:\mlproject\milk10k\images\ISIC_2418437.jpg
1,D:\mlproject\milk10k\images\ISIC_2418674.jpg
0,D:\mlproject\milk10k\images\ISIC_2419039.jpg
0,D:\mlproject\milk10k\images\ISIC_2419780.jpg
1,D:\mlproject\milk10k\images\ISIC_2420699.jpg
1,D:\mlproject\milk10k\images\ISIC_2422166.jpg
1,D:\mlproject\milk10k\images\ISIC_2424286.jpg
1,D:\mlproject\milk10k\images\ISIC_2424786.jpg
0,D:\mlproject\milk10k\images\ISIC_2425477.jpg
0,D:\mlproject\milk10k\images\ISIC_2425838.jpg
1,D:\mlproject\milk10k\images\ISIC_2426257.jpg
1,D:\mlproject\milk10k\images\ISIC_2426618.jpg
0,D:\mlproject\milk10k\images\ISIC_2427256.jpg
0,D:\mlproject\milk10k\images\ISIC_2427847.jpg
1,D:\mlproject\milk10k\images\ISIC_2429951.jpg
1,D:\mlproject\milk10k\images\ISIC_2431328.jpg
1,D:\mlproject\milk10k\images\ISIC_2431538.jpg
1,D:\mlproject\milk10k\images\ISIC_2432981.jpg
1,D:\mlproject\milk10k\images\ISIC_2434031.jpg
1,D:\mlproject\milk10k\images\ISIC_2437084.jpg
1,D:\mlproject\milk10k\images\ISIC_2437960.jpg
1,D:\mlproject\milk10k\images\ISIC_2439000.jpg
1,D:\mlproject\milk10k\images\ISIC_2439277.jpg
0,D:\mlproject\milk10k\images\ISIC_2439944.jpg
1,D:\mlproject\milk10k\images\ISIC_2440553.jpg
1,D:\mlproject\milk10k\images\ISIC_2440983.jpg
0,D:\mlproject\milk10k\images\ISIC_2441019.jpg
1,D:\mlproject\milk10k\images\ISIC_2443095.jpg
0,D:\mlproject\milk10k\images\ISIC_2443273.jpg
1,D:\mlproject\milk10k\images\ISIC_2443446.jpg
1,D:\mlproject\milk10k\images\ISIC_2444876.jpg
1,D:\mlproject\milk10k\images\ISIC_2445691.jpg
0,D:\mlproject\milk10k\images\ISIC_2446716.jpg
1,D:\mlproject\milk10k\images\ISIC_2446922.jpg
1,D:\mlproject\milk10k\images\ISIC_2447346.jpg
1,D:\mlproject\milk10k\images\ISIC_2449691.jpg
0,D:\mlproject\milk10k\images\ISIC_2449826.jpg
1,D:\mlproject\milk10k\images\ISIC_2451051.jpg
0,D:\mlproject\milk10k\images\ISIC_2453345.jpg
1,D:\mlproject\milk10k\images\ISIC_2453582.jpg
1,D:\mlproject\milk10k\images\ISIC_2453811.jpg
0,D:\mlproject\milk10k\images\ISIC_2454008.jpg
1,D:\mlproject\milk10k\images\ISIC_2455305.jpg
1,D:\mlproject\milk10k\images\ISIC_2455816.jpg
1,D:\mlproject\milk10k\images\ISIC_2456679.jpg
1,D:\mlproject\milk10k\images\ISIC_2457583.jpg
1,D:\mlproject\milk10k\images\ISIC_2458155.jpg
1,D:\mlproject\milk10k\images\ISIC_2458475.jpg
0,D:\mlproject\milk10k\images\ISIC_2459161.jpg
0,D:\mlproject\milk10k\images\ISIC_2459668.jpg
